prompt,skill,model,condition,rep,item_type,item_text,verdict,credit,contribution,contested,evidence_quote
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,1,must,Recognizes this is BOTH tracks - stand up observability AND diagnose the existing incidents - and separates the two workstreams,met,1.0,1.0,,"Investigate the past — With logs and metrics in place, you can correlate that restart"
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,1,must,"For visibility: set up Prometheus scraping of /metrics, Grafana dashboards, health probes (/healthz, /livez, /readyz), and baseline alerts so issues surface before users notice",missing,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,1,must,"For the incidents: use metrics/telemetry to diagnose the slow spells and the node restart (optimizer status, memory-growth trend, slow-request metrics) rather than guessing",met,1.0,1.0,,correlate that restart (when?) with events on that node (memory spike? disk full? kernel panic?)
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,1,bonus,Points to the specific debugging path (optimizer stuck / memory growth / slow requests) as the next step once metrics are in place,absent,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,1,bonus,Establishes a 'healthy' baseline so future deviations like the overnight restart become detectable,absent,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,1,avoid,Jumps straight to a single fix without first putting observability in place to see what's happening,clean,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,2,must,Recognizes this is BOTH tracks - stand up observability AND diagnose the existing incidents - and separates the two workstreams,met,1.0,1.0,,two parallel tracks: **immediate investigation**... and **monitoring foundation**
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,2,must,"For visibility: set up Prometheus scraping of /metrics, Grafana dashboards, health probes (/healthz, /livez, /readyz), and baseline alerts so issues surface before users notice",missing,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,2,must,"For the incidents: use metrics/telemetry to diagnose the slow spells and the node restart (optimizer status, memory-growth trend, slow-request metrics) rather than guessing",met,1.0,1.0,,check its system logs (journalctl/dmesg) for OOM kills
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,2,bonus,Points to the specific debugging path (optimizer stuck / memory growth / slow requests) as the next step once metrics are in place,absent,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,2,bonus,Establishes a 'healthy' baseline so future deviations like the overnight restart become detectable,absent,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,haiku,with-skill,2,avoid,Jumps straight to a single fix without first putting observability in place to see what's happening,clean,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,1,must,Recognizes this is BOTH tracks - stand up observability AND diagnose the existing incidents - and separates the two workstreams,met,1.0,1.0,,Two separate threads here
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,1,must,"For visibility: set up Prometheus scraping of /metrics, Grafana dashboards, health probes (/healthz, /livez, /readyz), and baseline alerts so issues surface before users notice",missing,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,1,must,"For the incidents: use metrics/telemetry to diagnose the slow spells and the node restart (optimizer status, memory-growth trend, slow-request metrics) rather than guessing",missing,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,1,bonus,Points to the specific debugging path (optimizer stuck / memory growth / slow requests) as the next step once metrics are in place,absent,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,1,bonus,Establishes a 'healthy' baseline so future deviations like the overnight restart become detectable,absent,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,1,avoid,Jumps straight to a single fix without first putting observability in place to see what's happening,clean,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,2,must,Recognizes this is BOTH tracks - stand up observability AND diagnose the existing incidents - and separates the two workstreams,met,1.0,1.0,,split this into two tracks that can run in parallel
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,2,must,"For visibility: set up Prometheus scraping of /metrics, Grafana dashboards, health probes (/healthz, /livez, /readyz), and baseline alerts so issues surface before users notice",missing,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,2,must,"For the incidents: use metrics/telemetry to diagnose the slow spells and the node restart (optimizer status, memory-growth trend, slow-request metrics) rather than guessing",missing,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,2,bonus,Points to the specific debugging path (optimizer stuck / memory growth / slow requests) as the next step once metrics are in place,absent,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,2,bonus,Establishes a 'healthy' baseline so future deviations like the overnight restart become detectable,met,1.0,1.0,,OOM and restart history so the next incident isn't a mystery
qdrant-monitoring,qdrant-monitoring,sonnet,no-skill,2,avoid,Jumps straight to a single fix without first putting observability in place to see what's happening,clean,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,1,must,Recognizes this is BOTH tracks - stand up observability AND diagnose the existing incidents - and separates the two workstreams,met,1.0,1.0,,check whatever crash/exit logs the node left behind right now ... then layer in dashboards/alerts
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,1,must,"For visibility: set up Prometheus scraping of /metrics, Grafana dashboards, health probes (/healthz, /livez, /readyz), and baseline alerts so issues surface before users notice",missing,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,1,must,"For the incidents: use metrics/telemetry to diagnose the slow spells and the node restart (optimizer status, memory-growth trend, slow-request metrics) rather than guessing",met,1.0,1.0,,"which metrics explain restarts (OOM kills, optimizer stalls, etc.)"
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,1,bonus,Points to the specific debugging path (optimizer stuck / memory growth / slow requests) as the next step once metrics are in place,met,1.0,1.0,,"which metrics explain restarts (OOM kills, optimizer stalls, etc.)"
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,1,bonus,Establishes a 'healthy' baseline so future deviations like the overnight restart become detectable,absent,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,1,avoid,Jumps straight to a single fix without first putting observability in place to see what's happening,clean,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,2,must,Recognizes this is BOTH tracks - stand up observability AND diagnose the existing incidents - and separates the two workstreams,met,1.0,1.0,,two separate problems: 1. **Forensics on what already happened** ... 2. **Going-forward observability**
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,2,must,"For visibility: set up Prometheus scraping of /metrics, Grafana dashboards, health probes (/healthz, /livez, /readyz), and baseline alerts so issues surface before users notice",missing,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,2,must,"For the incidents: use metrics/telemetry to diagnose the slow spells and the node restart (optimizer status, memory-growth trend, slow-request metrics) rather than guessing",met,1.0,1.0,,pull whatever logs/metrics *do* exist ... to see if the restart and slow spells correlate with anything
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,2,bonus,Points to the specific debugging path (optimizer stuck / memory growth / slow requests) as the next step once metrics are in place,absent,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,2,bonus,Establishes a 'healthy' baseline so future deviations like the overnight restart become detectable,absent,0.0,0.0,,
qdrant-monitoring,qdrant-monitoring,sonnet,with-skill,2,avoid,Jumps straight to a single fix without first putting observability in place to see what's happening,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,1,must,Directs the user to check optimizer status first (post-bulk-import optimizations compete for resources),missing,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,1,must,Distinguishes resident memory (RSS/RSSAnon) from OS page cache (page cache filling RAM is normal),missing,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,1,must,Points to /metrics and /telemetry for per-collection memory / point-count breakdown,missing,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,1,must,Links the post-import symptom to too many unmerged segments slowing search,missing,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,1,bonus,Gives the rough memory estimate (num_vectors x dimensions x 4 bytes x 1.5) to set expectations,absent,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,1,avoid,Concludes 'memory leak' from page cache filling available RAM,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,1,avoid,Advises config changes while the optimizer is still running,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,2,must,Directs the user to check optimizer status first (post-bulk-import optimizations compete for resources),met,1.0,1.0,,Check if optimization is still running:
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,2,must,Distinguishes resident memory (RSS/RSSAnon) from OS page cache (page cache filling RAM is normal),missing,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,2,must,Points to /metrics and /telemetry for per-collection memory / point-count breakdown,missing,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,2,must,Links the post-import symptom to too many unmerged segments slowing search,missing,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,2,bonus,Gives the rough memory estimate (num_vectors x dimensions x 4 bytes x 1.5) to set expectations,met,1.0,1.0,,(vectors_count × vector_dim × 4 bytes) + overhead
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,2,avoid,Concludes 'memory leak' from page cache filling available RAM,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,no-skill,2,avoid,Advises config changes while the optimizer is still running,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,1,must,Directs the user to check optimizer status first (post-bulk-import optimizations compete for resources),met,1.0,1.0,,Check Optimizer Status First
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,1,must,Distinguishes resident memory (RSS/RSSAnon) from OS page cache (page cache filling RAM is normal),met,1.0,1.0,,Page cache filling is expected; it's OS buffering disk reads and is reclaimable
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,1,must,Points to /metrics and /telemetry for per-collection memory / point-count breakdown,met,1.0,1.0,,investigate via `/telemetry` for per-collection breakdown
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,1,must,Links the post-import symptom to too many unmerged segments slowing search,met,1.0,1.0,,unmerged segments degrade search performance
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,1,bonus,Gives the rough memory estimate (num_vectors x dimensions x 4 bytes x 1.5) to set expectations,absent,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,1,avoid,Concludes 'memory leak' from page cache filling available RAM,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,1,avoid,Advises config changes while the optimizer is still running,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,2,must,Directs the user to check optimizer status first (post-bulk-import optimizations compete for resources),met,1.0,1.0,,Check optimizer status first
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,2,must,Distinguishes resident memory (RSS/RSSAnon) from OS page cache (page cache filling RAM is normal),met,1.0,1.0,,"Page cache**: OS caching disk reads, fills remaining RAM—**this is normal and expected"
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,2,must,Points to /metrics and /telemetry for per-collection memory / point-count breakdown,met,1.0,1.0,,Query `/metrics` endpoint
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,2,must,Links the post-import symptom to too many unmerged segments slowing search,met,1.0,1.0,,"unmerged segments from the upload, causing slower search"
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,2,bonus,Gives the rough memory estimate (num_vectors x dimensions x 4 bytes x 1.5) to set expectations,absent,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,2,avoid,Concludes 'memory leak' from page cache filling available RAM,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,haiku,with-skill,2,avoid,Advises config changes while the optimizer is still running,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,1,must,Directs the user to check optimizer status first (post-bulk-import optimizations compete for resources),met,1.0,1.0,,"`optimizer_status`: `""ok""` is fine; anything with an error string means a real failure"
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,1,must,Distinguishes resident memory (RSS/RSSAnon) from OS page cache (page cache filling RAM is normal),missing,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,1,must,Points to /metrics and /telemetry for per-collection memory / point-count breakdown,met,1.0,1.0,,"`GET /telemetry` — deeper per-collection detail (segment sizes, RAM vs disk data size"
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,1,must,Links the post-import symptom to too many unmerged segments slowing search,met,1.0,1.0,,bulk imports create many small segments that get merged down over time
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,1,bonus,Gives the rough memory estimate (num_vectors x dimensions x 4 bytes x 1.5) to set expectations,met,1.0,1.0,,`vectors_count × dim × 4 bytes × ~1.1–1.5 HNSW overhead × replication_factor`
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,1,avoid,Concludes 'memory leak' from page cache filling available RAM,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,1,avoid,Advises config changes while the optimizer is still running,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,2,must,Directs the user to check optimizer status first (post-bulk-import optimizations compete for resources),met,1.0,1.0,,`optimizer_status` — should say `ok`
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,2,must,Distinguishes resident memory (RSS/RSSAnon) from OS page cache (page cache filling RAM is normal),missing,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,2,must,Points to /metrics and /telemetry for per-collection memory / point-count breakdown,met,1.0,1.0,,`GET /telemetry?details_level=2` — internal breakdown of segment sizes
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,2,must,Links the post-import symptom to too many unmerged segments slowing search,met,1.0,1.0,,"not yet indexed into HNSW get searched via brute-force fallback, which is both slower"
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,2,bonus,Gives the rough memory estimate (num_vectors x dimensions x 4 bytes x 1.5) to set expectations,absent,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,2,avoid,Concludes 'memory leak' from page cache filling available RAM,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,no-skill,2,avoid,Advises config changes while the optimizer is still running,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,1,must,Directs the user to check optimizer status first (post-bulk-import optimizations compete for resources),met,1.0,1.0,,Check optimizer status first — this is the most likely explanation
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,1,must,Distinguishes resident memory (RSS/RSSAnon) from OS page cache (page cache filling RAM is normal),met,1.0,1.0,,Page cache filling up available RAM is expected and not a leak
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,1,must,Points to /metrics and /telemetry for per-collection memory / point-count breakdown,met,1.0,1.0,,Pull `/metrics` for RSS/RSSAnon
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,1,must,Links the post-import symptom to too many unmerged segments slowing search,met,1.0,1.0,,"many small unmerged segments right after load, which slows search"
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,1,bonus,Gives the rough memory estimate (num_vectors x dimensions x 4 bytes x 1.5) to set expectations,met,1.0,1.0,,`num_vectors * dimensions * 4 bytes * 1.5`
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,1,avoid,Concludes 'memory leak' from page cache filling available RAM,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,1,avoid,Advises config changes while the optimizer is still running,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,2,must,Directs the user to check optimizer status first (post-bulk-import optimizations compete for resources),met,1.0,1.0,,Check optimizer status first — most likely root cause
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,2,must,Distinguishes resident memory (RSS/RSSAnon) from OS page cache (page cache filling RAM is normal),met,1.0,1.0,,"resident memory ... and OS page cache ... Page cache filling available RAM ... is normal, not a leak"
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,2,must,Points to /metrics and /telemetry for per-collection memory / point-count breakdown,met,1.0,1.0,,from `/metrics` ... Cross-check `/telemetry` for per-collection point counts
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,2,must,Links the post-import symptom to too many unmerged segments slowing search,met,1.0,1.0,,bulk uploads create many unmerged segments before the optimizer merges them
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,2,bonus,Gives the rough memory estimate (num_vectors x dimensions x 4 bytes x 1.5) to set expectations,met,1.0,1.0,,`num_vectors * dims * 4 bytes * 1.5`
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,2,avoid,Concludes 'memory leak' from page cache filling available RAM,clean,0.0,0.0,,
qdrant-monitoring-debugging,qdrant-monitoring,sonnet,with-skill,2,avoid,Advises config changes while the optimizer is still running,clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,1,must,Sets up Prometheus scraping of the node /metrics endpoint with Grafana dashboards,met,1.0,1.0,,"Scrape kubelet, kube-state-metrics, node-exporter, and your app metrics"
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,1,must,"For Hybrid Cloud, also scrapes the cluster-exporter and operator pods, not just the Qdrant nodes",missing,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,1,must,"Configures Kubernetes liveness/readiness probes via /healthz, /livez, /readyz",missing,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,1,must,"Defines baseline alerts (optimizer errors, node not ready, replication below target, disk >80%)",missing,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,1,bonus,Mentions Hybrid Cloud's ~11 preconfigured alerts and/or official Grafana dashboards,absent,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,1,bonus,Covers log centralization (JSON log format; audit logs need a PV + sidecar to reach stdout),absent,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,1,avoid,"Tells the user to scrape /sys_metrics (Cloud-only, unavailable on this self-managed data plane)",clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,1,avoid,Recommends alerting on page-cache memory usage as if it were a fault,clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,2,must,Sets up Prometheus scraping of the node /metrics endpoint with Grafana dashboards,met,1.0,1.0,,"Prometheus ... scraping kubelet, kube-apiserver, and your app endpoints"
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,2,must,"For Hybrid Cloud, also scrapes the cluster-exporter and operator pods, not just the Qdrant nodes",missing,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,2,must,"Configures Kubernetes liveness/readiness probes via /healthz, /livez, /readyz",missing,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,2,must,"Defines baseline alerts (optimizer errors, node not ready, replication below target, disk >80%)",missing,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,2,bonus,Mentions Hybrid Cloud's ~11 preconfigured alerts and/or official Grafana dashboards,absent,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,2,bonus,Covers log centralization (JSON log format; audit logs need a PV + sidecar to reach stdout),absent,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,2,avoid,"Tells the user to scrape /sys_metrics (Cloud-only, unavailable on this self-managed data plane)",clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,no-skill,2,avoid,Recommends alerting on page-cache memory usage as if it were a fault,clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,1,must,Sets up Prometheus scraping of the node /metrics endpoint with Grafana dashboards,met,1.0,1.0,,Qdrant nodes** at `/metrics`
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,1,must,"For Hybrid Cloud, also scrapes the cluster-exporter and operator pods, not just the Qdrant nodes",met,1.0,1.0,,cluster-exporter pod** – cluster-level metrics
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,1,must,"Configures Kubernetes liveness/readiness probes via /healthz, /livez, /readyz",met,1.0,1.0,,path: /livez ... path: /readyz ... path: /healthz
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,1,must,"Defines baseline alerts (optimizer errors, node not ready, replication below target, disk >80%)",met,1.0,1.0,,Optimizer errors ... Node not ready ... Replication factor below target ... Disk usage >80%
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,1,bonus,Mentions Hybrid Cloud's ~11 preconfigured alerts and/or official Grafana dashboards,met,1.0,1.0,,~11 pre-configured Prometheus alerts
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,1,bonus,Covers log centralization (JSON log format; audit logs need a PV + sidecar to reach stdout),met,1.0,1.0,,Mount a PV there and deploy a sidecar to tail files to stdout ... Enable JSON logs
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,1,avoid,"Tells the user to scrape /sys_metrics (Cloud-only, unavailable on this self-managed data plane)",clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,1,avoid,Recommends alerting on page-cache memory usage as if it were a fault,clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,2,must,Sets up Prometheus scraping of the node /metrics endpoint with Grafana dashboards,met,1.0,1.0,,Each Qdrant node exposes metrics at `/metrics` — scrape all 3 nodes
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,2,must,"For Hybrid Cloud, also scrapes the cluster-exporter and operator pods, not just the Qdrant nodes",met,1.0,1.0,,Also scrape the cluster-exporter and operator pods
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,2,must,"Configures Kubernetes liveness/readiness probes via /healthz, /livez, /readyz",met,1.0,1.0,,"probes pointing to `/healthz`, `/livez`, `/readyz`"
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,2,must,"Defines baseline alerts (optimizer errors, node not ready, replication below target, disk >80%)",met,1.0,1.0,,"optimizer errors, node not ready, replication factor below target, disk >80%"
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,2,bonus,Mentions Hybrid Cloud's ~11 preconfigured alerts and/or official Grafana dashboards,met,1.0,1.0,,Hybrid Cloud comes with ~11 pre-configured alerts
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,2,bonus,Covers log centralization (JSON log format; audit logs need a PV + sidecar to reach stdout),met,1.0,1.0,,Enable JSON logs: set `logger.format: json`
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,2,avoid,"Tells the user to scrape /sys_metrics (Cloud-only, unavailable on this self-managed data plane)",clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,haiku,with-skill,2,avoid,Recommends alerting on page-cache memory usage as if it were a fault,clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,1,must,Sets up Prometheus scraping of the node /metrics endpoint with Grafana dashboards,met,1.0,1.0,,kube-prometheus-stack (Prometheus Operator + node-exporter ... Grafana with the standard dashboards
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,1,must,"For Hybrid Cloud, also scrapes the cluster-exporter and operator pods, not just the Qdrant nodes",missing,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,1,must,"Configures Kubernetes liveness/readiness probes via /healthz, /livez, /readyz",missing,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,1,must,"Defines baseline alerts (optimizer errors, node not ready, replication below target, disk >80%)",missing,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,1,bonus,Mentions Hybrid Cloud's ~11 preconfigured alerts and/or official Grafana dashboards,absent,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,1,bonus,Covers log centralization (JSON log format; audit logs need a PV + sidecar to reach stdout),absent,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,1,avoid,"Tells the user to scrape /sys_metrics (Cloud-only, unavailable on this self-managed data plane)",clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,1,avoid,Recommends alerting on page-cache memory usage as if it were a fault,clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,2,must,Sets up Prometheus scraping of the node /metrics endpoint with Grafana dashboards,met,1.0,1.0,,app `/metrics` via ServiceMonitors
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,2,must,"For Hybrid Cloud, also scrapes the cluster-exporter and operator pods, not just the Qdrant nodes",missing,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,2,must,"Configures Kubernetes liveness/readiness probes via /healthz, /livez, /readyz",met,1.0,1.0,,liveness/readiness/startup probes on every workload
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,2,must,"Defines baseline alerts (optimizer errors, node not ready, replication below target, disk >80%)",missing,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,2,bonus,Mentions Hybrid Cloud's ~11 preconfigured alerts and/or official Grafana dashboards,absent,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,2,bonus,Covers log centralization (JSON log format; audit logs need a PV + sidecar to reach stdout),absent,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,2,avoid,"Tells the user to scrape /sys_metrics (Cloud-only, unavailable on this self-managed data plane)",clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,no-skill,2,avoid,Recommends alerting on page-cache memory usage as if it were a fault,clean,0.0,0.0,,
qdrant-monitoring-setup,qdrant-monitoring,sonnet,with-skill,1,must,Sets up Prometheus scraping of the node /metrics endpoint with Grafana dashboards,met,1.0,1.0,,each Qdrant pod exposes `/metrics` — scrape all 3 nodes individually
qdrant-monitoring-setup,qdrant-monitoring,sonnet,with-skill,1,must,"For Hybrid Cloud, also scrapes the cluster-exporter and operator pods, not just the Qdrant nodes",met,1.0,1.0,,responsible for scraping the **cluster-exporter** and **operator** pods
qdrant-monitoring-setup,qdrant-monitoring,sonnet,with-skill,1,must,"Configures Kubernetes liveness/readiness probes via /healthz, /livez, /readyz",met,1.0,1.0,,`/healthz` — basic status ... `/livez` — liveness ... `/readyz` — readiness
qdrant-monitoring-setup,qdrant-monitoring,sonnet,with-skill,1,must,"Defines baseline alerts (optimizer errors, node not ready, replication below target, disk >80%)",met,1.0,1.0,,Optimizer errors ... Node not ready ... Replication factor dropping below target ... Disk usage > 80%
qdrant-monitoring-setup,qdrant-monitoring,sonnet,with-skill,1,bonus,Mentions Hybrid Cloud's ~11 preconfigured alerts and/or official Grafana dashboards,met,1.0,1.0,,~11 pre-configured Prometheus alerts** out of the box
qdrant-monitoring-setup,qdrant-monitoring,sonnet,with-skill,1,bonus,Covers log centralization (JSON log format; audit logs need a PV + sidecar to reach stdout),met,1.0,1.0,,Set `logger.format: json` for structured logs ... mounted PersistentVolume plus a sidecar
